entry_id	type	title	headword	gloss	has_etymology	sense_count	word_count	char_count	filename
7.3	dictionary	vorpal "diced"	vorpal	diced	True	4	171	1063	dictionary/7.3_vorpal_diced.md
7.4	dictionary	kyriel "gamut"	kyriel	gamut	True	5	153	992	dictionary/7.4_kyriel_gamut.md
7.5	notes	The Terrene Tax			False	0	285	1788	notes/7.5_The_Terrene_Tax.md
8.1	excerpt	Independent Provence			False	0	269	1701	excerpt/8.1_Independent_Provence.md
8.2	dictionary	sviðour "fan"	sviðour	fan	True	3	185	1116	dictionary/8.2_sviðour_fan.md
8.3	dictionary	goðamer "bigoted"	goðamer	bigoted	True	3	202	1438	dictionary/8.3_goðamer_bigoted.md
8.4	dictionary	quagl "quail, curds"	quagl	quail, curds	True	4	234	1411	dictionary/8.4_quagl_quail,_curds.md
8.5	notes	Vikings in Dumnonia			False	0	313	1895	notes/8.5_Vikings_in_Dumnonia.md
9.1	excerpt	A Complete Woman			False	0	241	1403	excerpt/9.1_A_Complete_Woman.md
9.2	dictionary	fabr "tale"	fabr	tale	True	4	189	1167	dictionary/9.2_fabr_tale.md
9.3	dictionary	vivirc "leeway"	vivirc	leeway	True	3	239	1513	dictionary/9.3_vivirc_leeway.md
9.4	dictionary	vabian closnautr "ramshackle"	vabian closnautr	ramshackle	True	3	197	1311	dictionary/9.4_vabian_closnautr_ramshackle.md
9.5	notes	Roman-Celtic Syncretism			False	0	267	1628	notes/9.5_Roman-Celtic_Syncretism.md
10.1	excerpt	The Emeralds are a Red Herring			False	0	307	1729	excerpt/10.1_The_Emeralds_are_a_Red_Herring.md
10.2	dictionary	sbolognment "burden"	sbolognment	burden	True	2	119	859	dictionary/10.2_sbolognment_burden.md
10.3	dictionary	outrscac "brazen"	outrscac	brazen	True	3	155	1041	dictionary/10.3_outrscac_brazen.md
10.4	dictionary	gam sgarant "wanderlust"	gam sgarant	wanderlust	True	2	132	859	dictionary/10.4_gam_sgarant_wanderlust.md
10.5	notes	Middlesea Meals			False	6	301	1764	notes/10.5_Middlesea_Meals.md
11.1	excerpt	Developments in Philosophy			False	0	253	1557	excerpt/11.1_Developments_in_Philosophy.md
11.2	dictionary	scompigl “turmoil”			True	2	137	917	dictionary/11.2_scompigl_“turmoil”.md
11.3	dictionary	udomintel “babysitter”			True	2	140	930	dictionary/11.3_udomintel_“babysitter”.md
11.4	dictionary	vunnastr “merry”			True	3	154	987	dictionary/11.4_vunnastr_“merry”.md
11.5	notes	14C Manoscard Music			False	0	317	2007	notes/11.5_14C_Manoscard_Music.md
12.1	excerpt	Flaxen Hearts			False	0	267	1650	excerpt/12.1_Flaxen_Hearts.md
12.2	dictionary	scarrad yarcer "crossword"	scarrad yarcer	crossword	True	3	150	1053	dictionary/12.2_scarrad_yarcer_crossword.md
12.3	dictionary	moðnaut "sailor"	moðnaut	sailor	True	2	161	1098	dictionary/12.3_moðnaut_sailor.md
12.4	dictionary	flaðrar "climb"	flaðrar	climb	True	3	398	2587	dictionary/12.4_flaðrar_climb.md
13.1	excerpt	Early Borlish History			False	0	239	1354	excerpt/13.1_Early_Borlish_History.md
13.2	dictionary	hortumesc "filthy"	hortumesc	filthy	True	2	135	942	dictionary/13.2_hortumesc_filthy.md
13.3	dictionary	groglon "brook"	groglon	brook	True	2	145	837	dictionary/13.3_groglon_brook.md
13.4	dictionary	jolleistr "jaunt"	jolleistr	jaunt	True	2	138	873	dictionary/13.4_jolleistr_jaunt.md
13.5	notes	Roxa Comba Newspaper			False	1	276	1762	notes/13.5_Roxa_Comba_Newspaper.md
14.1	excerpt	Pennackit Dysentery			False	0	243	1458	excerpt/14.1_Pennackit_Dysentery.md
14.2	dictionary	gimmoldr "toil"	gimmoldr	toil	True	4	176	1056	dictionary/14.2_gimmoldr_toil.md
14.3	dictionary	vesson "outfit"	vesson	outfit	True	2	110	644	dictionary/14.3_vesson_outfit.md
14.4	dictionary	ja galað "come to that"	ja galað	come to that	True	2	167	1016	dictionary/14.4_ja_galað_come_to_that.md
14.5	notes	Ambrose III of Vascony			False	0	430	2615	notes/14.5_Ambrose_III_of_Vascony.md
15.1	excerpt	Apollo on Holiday			False	0	240	1384	excerpt/15.1_Apollo_on_Holiday.md
15.2	dictionary	youdar "numb"	youdar	numb	True	3	136	829	dictionary/15.2_youdar_numb.md
15.3	dictionary	ustolment "manners"	ustolment	manners	True	2	145	962	dictionary/15.3_ustolment_manners.md
15.4	dictionary	ouveg "sullen"	ouveg	sullen	True	2	122	775	dictionary/15.4_ouveg_sullen.md
15.5	notes	The Second Great Dying			False	0	260	1595	notes/15.5_The_Second_Great_Dying.md
16.1	excerpt	To Save a Life			False	0	233	1340	excerpt/16.1_To_Save_a_Life.md
16.2	dictionary	lovastr "chatty"	lovastr	chatty	True	3	157	1011	dictionary/16.2_lovastr_chatty.md
16.3	dictionary	kenopleus "space travel"	kenopleus	space travel	True	1	128	845	dictionary/16.3_kenopleus_space_travel.md
16.4	dictionary	jubon "doublet"	jubon	doublet	True	2	133	844	dictionary/16.4_jubon_doublet.md
16.5	notes	Adaillé Nassow & Absolon Mortenszen			False	0	287	1693	notes/16.5_Adaillé_Nassow_&_Absolon_Mortenszen.md
17.1	excerpt	These Lamplit Streets			False	0	286	1550	excerpt/17.1_These_Lamplit_Streets.md
17.2	dictionary	yettar "fling"	yettar	fling	True	2	124	771	dictionary/17.2_yettar_fling.md
17.3	dictionary	rascettongar "sparkle"	rascettongar	sparkle	True	3	128	912	dictionary/17.3_rascettongar_sparkle.md
17.4	dictionary	orbeutar "swindle"	orbeutar	swindle	True	2	124	837	dictionary/17.4_orbeutar_swindle.md
17.5	notes	Significant Figures			False	0	352	2274	notes/17.5_Significant_Figures.md
18.1	excerpt	On the Torriot			False	0	293	1844	excerpt/18.1_On_the_Torriot.md
18.2	dictionary	kigmau "lardons"	kigmau	lardons	True	1	179	1118	dictionary/18.2_kigmau_lardons.md
18.3	dictionary	yevot "scope"	yevot	scope	True	2	117	801	dictionary/18.3_yevot_scope.md
18.4	dictionary	parsir "learn"	parsir	learn	True	3	141	849	dictionary/18.4_parsir_learn.md
18.5	notes	Significant Figures, cont.			False	0	375	2218	notes/18.5_Significant_Figures,_cont..md
19.1	excerpt	The Borland-Willemy Telegraph			False	0	261	1544	excerpt/19.1_The_Borland-Willemy_Telegraph.md
19.2	dictionary	farrago "hash"	farrago	hash	True	2	87	580	dictionary/19.2_farrago_hash.md
19.3	dictionary	illabond "collapsible"	illabond	collapsible	True	3	132	887	dictionary/19.3_illabond_collapsible.md
19.4	dictionary	xiphar "scimitar"	xiphar	scimitar	True	3	124	825	dictionary/19.4_xiphar_scimitar.md
19.5	notes	The Winter Feast			False	2	387	2527	notes/19.5_The_Winter_Feast.md
20.1	excerpt	Disinfectant			False	0	255	1525	excerpt/20.1_Disinfectant.md
20.2	dictionary	ja oc eus "just as well"	ja oc eus	just as well	True	1	176	1058	dictionary/20.2_ja_oc_eus_just_as_well.md
20.3	dictionary	y jainç tauger "the long game"	y jainç tauger	the long game	True	3	193	1223	dictionary/20.3_y_jainç_tauger_the_long_game.md
20.4	dictionary	doujug veunt "ecosystem"	doujug veunt	ecosystem	True	2	146	977	dictionary/20.4_doujug_veunt_ecosystem.md
20.5	notes	A University, and Twins			False	7	376	2327	notes/20.5_A_University,_and_Twins.md
21.1	excerpt	The Midnight Impostor			False	0	277	1676	excerpt/21.1_The_Midnight_Impostor.md
21.2	dictionary	uvrautr "fertile"	uvrautr	fertile	True	3	135	934	dictionary/21.2_uvrautr_fertile.md
21.3	dictionary	yert "awake"	yert	awake	True	3	173	1009	dictionary/21.3_yert_awake.md
21.4	dictionary	quomodolibet "libertine"	quomodolibet	libertine	True	2	95	716	dictionary/21.4_quomodolibet_libertine.md
21.5	notes	Kent			False	5	503	3104	notes/21.5_Kent.md
22.1	excerpt	The Mysarnos Codex			False	0	228	1383	excerpt/22.1_The_Mysarnos_Codex.md
22.2	dictionary	quaðeglad "campus"	quaðeglad	campus	True	2	116	822	dictionary/22.2_quaðeglad_campus.md
22.3	dictionary	soumonir "reference"	soumonir	reference	True	2	119	771	dictionary/22.3_soumonir_reference.md
22.4	dictionary	hey "fence"	hey	fence	True	3	154	908	dictionary/22.4_hey_fence.md
22.5	notes	The Long Peace			False	3	346	2231	notes/22.5_The_Long_Peace.md
23.1	excerpt	The Girdled World			False	0	266	1591	excerpt/23.1_The_Girdled_World.md
23.2	dictionary	augrimar "to calculate"	augrimar	to calculate	True	3	128	936	dictionary/23.2_augrimar_to_calculate.md
23.3	dictionary	annexar "supplement"	annexar	supplement	True	3	116	789	dictionary/23.3_annexar_supplement.md
23.4	dictionary	roglfiar "to rust"	roglfiar	to rust	True	4	151	984	dictionary/23.4_roglfiar_to_rust.md
23.5	notes	The Brethin Order			False	0	277	1760	notes/23.5_The_Brethin_Order.md
24.1	excerpt	Classical Borland			False	0	286	1750	excerpt/24.1_Classical_Borland.md
24.2	dictionary	sagntroðes "priestess"	sagntroðes	priestess	True	2	122	850	dictionary/24.2_sagntroðes_priestess.md
24.3	dictionary	gaddar "screw"	gaddar	screw	True	3	120	705	dictionary/24.3_gaddar_screw.md
24.4	dictionary	quariçtovar "sabotage"	quariçtovar	sabotage	True	2	135	959	dictionary/24.4_quariçtovar_sabotage.md
24.5	notes	Elsebeth Sneider			False	0	251	1575	notes/24.5_Elsebeth_Sneider.md
25.1	excerpt	Josua Monçating			False	0	238	1496	excerpt/25.1_Josua_Monçating.md
25.2	dictionary	scon stemn "second (cousin)"	scon stemn	second (cousin)	True	2	128	862	dictionary/25.2_scon_stemn_second_(cousin).md
25.3	dictionary	querellabr "controversial"	querellabr	controversial	True	2	104	787	dictionary/25.3_querellabr_controversial.md
25.4	dictionary	cossy sceint "as such"	cossy sceint	as such	True	2	163	993	dictionary/25.4_cossy_sceint_as_such.md
25.5	notes	Borlish borrowings into English			False	0	335	2229	notes/25.5_Borlish_borrowings_into_English.md
26.1	excerpt	The Early Tachygraph			False	0	224	1386	excerpt/26.1_The_Early_Tachygraph.md
26.2	dictionary	debriscellisar "cut back"	debriscellisar	cut back	True	3	114	757	dictionary/26.2_debriscellisar_cut_back.md
26.3	dictionary	madarc "beat cop"	madarc	beat cop	True	2	111	696	dictionary/26.3_madarc_beat_cop.md
26.4	dictionary	coutoccar "poke"	coutoccar	poke	True	3	122	777	dictionary/26.4_coutoccar_poke.md
26.5	notes	Borland			False	0	4103	26262	notes/26.5_Borland.md
27.1	excerpt	The Witch of Tebjacka			False	0	220	1252	excerpt/27.1_The_Witch_of_Tebjacka.md
27.2	dictionary	coram “in person”			True	2	133	876	dictionary/27.2_coram_“in_person”.md
27.3	dictionary	kireðam “wholeheartedly”			True	2	134	973	dictionary/27.3_kireðam_“wholeheartedly”.md
27.4	dictionary	niaç a fuyo aïr "live in sin"	niaç a fuyo aïr	live in sin	True	1	161	993	dictionary/27.4_niaç_a_fuyo_aïr_live_in_sin.md
27.5	notes	New Provence			False	0	267	1715	notes/27.5_New_Provence.md
28.1	excerpt	A Door, Once Opened			False	0	269	1601	excerpt/28.1_A_Door,_Once_Opened.md
28.2	dictionary	y parol robar "to choose one's words"	y parol robar	to choose one's words	True	2	133	856	dictionary/28.2_y_parol_robar_to_choose_one's_words.md
28.3	dictionary	jamir "complain"	jamir	complain	True	2	84	578	dictionary/28.3_jamir_complain.md
28.4	dictionary	neðolmar "comply"	neðolmar	comply	True	3	115	684	dictionary/28.4_neðolmar_comply.md
28.5	notes	Saxony and Libya			False	0	478	2993	notes/28.5_Saxony_and_Libya.md
29.1	excerpt	A Letter from Bervisson			False	0	272	1609	excerpt/29.1_A_Letter_from_Bervisson.md
29.2	dictionary	treublar "annoy"	treublar	annoy	True	2	123	770	dictionary/29.2_treublar_annoy.md
29.3	dictionary	vessonary "catalogue"	vessonary	catalogue	True	3	139	959	dictionary/29.3_vessonary_catalogue.md
29.4	dictionary	daugnam "prat"	daugnam	prat	True	3	163	1081	dictionary/29.4_daugnam_prat.md
29.5	notes	Morrack			False	0	422	2715	notes/29.5_Morrack.md
30.1	excerpt	The Early Tachygraph			False	0	240	1513	excerpt/30.1_The_Early_Tachygraph.md
30.2	dictionary	evier "sink"	evier	sink	True	2	92	569	dictionary/30.2_evier_sink.md
30.3	dictionary	costojar "protect"	costojar	protect	True	3	117	751	dictionary/30.3_costojar_protect.md
30.4	dictionary	baury "panic"	baury	panic	True	2	126	794	dictionary/30.4_baury_panic.md
30.5	notes	Masquira Romance			False	0	565	3639	notes/30.5_Masquira_Romance.md
31.1	excerpt	2-D Geometry			False	0	258	1472	excerpt/31.1_2-D_Geometry.md
31.2	dictionary	vellisquar “scheme”			True	2	132	905	dictionary/31.2_vellisquar_“scheme”.md
31.3	dictionary	guyer “anti-clockwise”			True	2	120	831	dictionary/31.3_guyer_“anti-clockwise”.md
31.4	dictionary	bacchabond “Dionysian”			True	2	146	1001	dictionary/31.4_bacchabond_“Dionysian”.md
31.5	notes	The Deviance movement			False	0	559	3665	notes/31.5_The_Deviance_movement.md
32.1	excerpt	A Bookshop			False	0	229	1285	excerpt/32.1_A_Bookshop.md
32.2	dictionary	suðel "patch"	suðel	patch	True	3	133	801	dictionary/32.2_suðel_patch.md
32.3	dictionary	oblimanç "passion"	oblimanç	passion	True	2	184	1207	dictionary/32.3_oblimanç_passion.md
32.4	dictionary	vraseyant "impressive"	vraseyant	impressive	True	2	117	830	dictionary/32.4_vraseyant_impressive.md
32.5	notes	Monarchs of Borland			False	0	247	1460	notes/32.5_Monarchs_of_Borland.md
33.1	excerpt	Film Review			False	0	232	1386	excerpt/33.1_Film_Review.md
33.2	dictionary	çavel "brain"	çavel	brain	True	3	118	753	dictionary/33.2_çavel_brain.md
33.3	dictionary	zantr "zenith"	zantr	zenith	True	4	158	965	dictionary/33.3_zantr_zenith.md
33.4	dictionary	gur "dread"	gur	dread	True	3	142	812	dictionary/33.4_gur_dread.md
33.5	notes	The Wars of Fealty			False	0	419	2599	notes/33.5_The_Wars_of_Fealty.md
34.1	excerpt	Wearing a Mask or a Suit			False	0	241	1342	excerpt/34.1_Wearing_a_Mask_or_a_Suit.md
34.2	dictionary	sbay "gawp"	sbay	gawp	True	1	111	730	dictionary/34.2_sbay_gawp.md
34.3	dictionary	dagaðy "here and there"	dagaðy	here and there	True	2	79	515	dictionary/34.3_dagaðy_here_and_there.md
34.4	dictionary	fallout "venture"	fallout	venture	True	3	106	680	dictionary/34.4_fallout_venture.md
34.5	notes	The Drengot Collusion			False	0	385	2501	notes/34.5_The_Drengot_Collusion.md
35.1	excerpt	Going to Brasil			False	0	262	1587	excerpt/35.1_Going_to_Brasil.md
35.2	dictionary	zillapr "buttercup"	zillapr	buttercup	True	1	104	747	dictionary/35.2_zillapr_buttercup.md
35.3	dictionary	lon fregn "undoubtedly"	lon fregn	undoubtedly	True	3	169	1018	dictionary/35.3_lon_fregn_undoubtedly.md
35.4	dictionary	heilant "dry land"	heilant	dry land	True	2	109	647	dictionary/35.4_heilant_dry_land.md
35.5	notes	Verona & War			False	0	354	2198	notes/35.5_Verona_&_War.md
36.1	excerpt	Heist Fiction			False	0	215	1309	excerpt/36.1_Heist_Fiction.md
36.2	dictionary	goðou "tunnel"	goðou	tunnel	True	3	147	966	dictionary/36.2_goðou_tunnel.md
36.3	dictionary	flagitar "insist"	flagitar	insist	True	3	107	714	dictionary/36.3_flagitar_insist.md
36.4	dictionary	smuïr "shatter"	smuïr	shatter	True	3	116	731	dictionary/36.4_smuïr_shatter.md
36.5	notes	Wars and Rumours of Wars			False	0	310	1942	notes/36.5_Wars_and_Rumours_of_Wars.md
37.1	excerpt	The Letters in the Study			False	0	235	1340	excerpt/37.1_The_Letters_in_the_Study.md
37.2	dictionary	seucq "footpath"	seucq	footpath	True	4	162	996	dictionary/37.2_seucq_footpath.md
37.3	dictionary	svattour "scout"	svattour	scout	True	3	178	1157	dictionary/37.3_svattour_scout.md
37.4	dictionary	fouceur "handsome"	fouceur	handsome	True	3	156	1033	dictionary/37.4_fouceur_handsome.md
37.5	notes	Audio Extract			False	0	13	62	notes/37.5_Audio_Extract.md
38.1	excerpt	Scandal Abroad			False	0	247	1538	excerpt/38.1_Scandal_Abroad.md
38.2	dictionary	teir "to number"	teir	to number	True	4	160	866	dictionary/38.2_teir_to_number.md
38.3	dictionary	quic “active”			True	3	107	664	dictionary/38.3_quic_“active”.md
38.4	dictionary	hiat “pause”			True	4	149	978	dictionary/38.4_hiat_“pause”.md
38.5	notes	Steeplepost			False	0	550	3576	notes/38.5_Steeplepost.md
39.1	excerpt	The Pinprick Eden			False	0	247	1415	excerpt/39.1_The_Pinprick_Eden.md
39.2	dictionary	sovragl "belt"	sovragl	belt	True	2	126	845	dictionary/39.2_sovragl_belt.md
39.3	dictionary	laur mettr coll'un man "take matters into one's own hands"	laur mettr coll'un man	take matters into one's own hands	True	4	204	1179	dictionary/39.3_laur_mettr_coll'un_man_take_matters_into_one's_own_hands.md
39.4	dictionary	ençar voug "be completely wrong"	ençar voug	be completely wrong	True	3	158	996	dictionary/39.4_ençar_voug_be_completely_wrong.md
39.5	notes	Andalus			False	0	309	2017	notes/39.5_Andalus.md
40.1	excerpt	Vikings in Northern France			False	0	284	1685	excerpt/40.1_Vikings_in_Northern_France.md
40.2	dictionary	batman "vigilante"	batman	vigilante	True	3	276	1810	dictionary/40.2_batman_vigilante.md
40.3	dictionary	oscbou "porthole"	oscbou	porthole	True	2	133	809	dictionary/40.3_oscbou_porthole.md
40.4	dictionary	nell'eutað "trendy"	nell'eutað	trendy	True	1	118	811	dictionary/40.4_nell'eutað_trendy.md
40.5	notes	Albion			False	0	662	4169	notes/40.5_Albion.md
41.1	excerpt	A Baptism of Fire			False	0	259	1563	excerpt/41.1_A_Baptism_of_Fire.md
41.2	dictionary	batesm "baptism"	batesm	baptism	True	3	148	935	dictionary/41.2_batesm_baptism.md
41.3	dictionary	orn "order; rowan"	orn	order; rowan	True	7	272	1750	dictionary/41.3_orn_order;_rowan.md
41.4	dictionary	soçavau "aside"	soçavau	aside	True	3	168	1048	dictionary/41.4_soçavau_aside.md
41.5	notes	Gurjat			False	1	198	1217	notes/41.5_Gurjat.md
42.1	excerpt	Flight of the Bluejay			False	0	224	1202	excerpt/42.1_Flight_of_the_Bluejay.md
42.2	dictionary	lon-lembic "teetotaller"	lon-lembic	teetotaller	True	2	128	870	dictionary/42.2_lon-lembic_teetotaller.md
42.3	dictionary	murðon "ten thousand"	murðon	ten thousand	True	2	175	1082	dictionary/42.3_murðon_ten_thousand.md
42.4	dictionary	nervous "confident"	nervous	confident	True	4	132	878	dictionary/42.4_nervous_confident.md
42.5	notes	Two Pens			False	0	220	1327	notes/42.5_Two_Pens.md
43.1	excerpt	Mysarnos			False	0	226	1328	excerpt/43.1_Mysarnos.md
43.2	dictionary	janualtað "hindsight"	janualtað	hindsight	True	2	114	809	dictionary/43.2_janualtað_hindsight.md
43.3	dictionary	mordeth "expedition"	mordeth	expedition	True	4	197	1300	dictionary/43.3_mordeth_expedition.md
43.4	dictionary	toxen "alarm"	toxen	alarm	True	2	121	760	dictionary/43.4_toxen_alarm.md
43.5	notes	Barcelon			False	0	322	1997	notes/43.5_Barcelon.md
44.1	excerpt	Borrowings from Borlish			False	0	227	1465	excerpt/44.1_Borrowings_from_Borlish.md
44.2	dictionary	jou follant "on the fence"	jou follant	on the fence	True	2	160	989	dictionary/44.2_jou_follant_on_the_fence.md
44.3	dictionary	carrug mettr avant naumagl "get ahead of oneself"	carrug mettr avant naumagl	get ahead of oneself	True	2	236	1433	dictionary/44.3_carrug_mettr_avant_naumagl_get_ahead_of_oneself.md
44.4	dictionary	hurstar "equip"	hurstar	equip	True	3	153	983	dictionary/44.4_hurstar_equip.md
44.5	notes	Cordin and Brenna			False	0	254	1467	notes/44.5_Cordin_and_Brenna.md
45.1	excerpt	Early Methodics			False	0	255	1701	excerpt/45.1_Early_Methodics.md
45.2	dictionary	sortir ag vousc "to tryst"	sortir ag vousc	to tryst	True	2	187	1178	dictionary/45.2_sortir_ag_vousc_to_tryst.md
45.3	dictionary	ollem "elm"	ollem	elm	True	2	169	959	dictionary/45.3_ollem_elm.md
45.4	dictionary	birgasq "apricot"	birgasq	apricot	True	4	169	1101	dictionary/45.4_birgasq_apricot.md
45.5	notes	Willemy			False	0	425	2587	notes/45.5_Willemy.md
46.1	excerpt	Wearing a Mask or a Suit (cont.)			False	0	232	1261	excerpt/46.1_Wearing_a_Mask_or_a_Suit_(cont.).md
46.2	dictionary	bro "dude"	bro	dude	True	2	164	1036	dictionary/46.2_bro_dude.md
46.3	dictionary	descorçar "peer"	descorçar	peer	True	6	320	2065	dictionary/46.3_descorçar_peer.md
46.5	notes	Channels			False	0	427	2773	notes/46.5_Channels.md
47.1	excerpt	King James Stew			False	0	250	1428	excerpt/47.1_King_James_Stew.md
47.2	dictionary	un tarç dagr "neither fish nor fowl"	un tarç dagr	neither fish nor fowl	True	3	209	1261	dictionary/47.2_un_tarç_dagr_neither_fish_nor_fowl.md
47.3	dictionary	haft "busy"	haft	busy	True	3	150	903	dictionary/47.3_haft_busy.md
47.4	dictionary	pallort "mussel"	pallort	mussel	True	2	100	659	dictionary/47.4_pallort_mussel.md
47.5	notes	The Modest Arrangement			False	0	277	1799	notes/47.5_The_Modest_Arrangement.md
48.1	excerpt	Study Materials			False	0	243	1438	excerpt/48.1_Study_Materials.md
48.2	dictionary	flottisc "fleet"	flottisc	fleet	True	3	123	748	dictionary/48.2_flottisc_fleet.md
48.3	dictionary	pernix "nimble"	pernix	nimble	True	3	141	960	dictionary/48.3_pernix_nimble.md
48.4	dictionary	1st Lexember			True	2	126	893	dictionary/48.4_1st_Lexember.md
48.5	notes	2nd Lexember			True	5	513	3301	notes/48.5_2nd_Lexember.md
48.6	dictionary	3rd Lexember			True	3	184	1178	dictionary/48.6_3rd_Lexember.md
48.7	dictionary	4th Lexember			True	2	129	833	dictionary/48.7_4th_Lexember.md
49.1	excerpt	5th Lexember			True	3	387	2215	excerpt/49.1_5th_Lexember.md
49.2	dictionary	6th Lexember			True	4	148	945	dictionary/49.2_6th_Lexember.md
49.3	dictionary	7th Lexember			True	4	149	956	dictionary/49.3_7th_Lexember.md
49.4	dictionary	8th Lexember			True	3	130	790	dictionary/49.4_8th_Lexember.md
49.5	notes	9th Lexember			True	3	454	2881	notes/49.5_9th_Lexember.md
49.6	dictionary	10th Lexember			True	3	115	724	dictionary/49.6_10th_Lexember.md
49.7	dictionary	11th Lexember			True	3	144	979	dictionary/49.7_11th_Lexember.md
50.1	excerpt	12th Lexember			True	4	428	2597	excerpt/50.1_12th_Lexember.md
50.2	dictionary	13th Lexember			True	3	172	1115	dictionary/50.2_13th_Lexember.md
50.3	dictionary	14th Lexember			True	3	136	972	dictionary/50.3_14th_Lexember.md
50.4	dictionary	15th Lexember			True	3	134	858	dictionary/50.4_15th_Lexember.md
50.5	notes	16th Lexember			True	2	459	2877	notes/50.5_16th_Lexember.md
50.6	dictionary	17th Lexember			True	2	128	799	dictionary/50.6_17th_Lexember.md
50.7	dictionary	18th Lexember			True	3	144	841	dictionary/50.7_18th_Lexember.md
51.1	excerpt	19th Lexember			True	3	426	2416	excerpt/51.1_19th_Lexember.md
51.2	dictionary	20th Lexember			True	3	123	794	dictionary/51.2_20th_Lexember.md
51.3	dictionary	21st Lexember			True	2	101	638	dictionary/51.3_21st_Lexember.md
51.4	dictionary	22nd Lexember			True	4	140	814	dictionary/51.4_22nd_Lexember.md
51.5	notes	23rd Lexember			True	3	387	2482	notes/51.5_23rd_Lexember.md
51.6	dictionary	24th Lexember			True	2	112	779	dictionary/51.6_24th_Lexember.md
51.7	dictionary	25th Lexember			True	3	161	956	dictionary/51.7_25th_Lexember.md
52.1	excerpt	26th Lexember			True	4	434	2575	excerpt/52.1_26th_Lexember.md
52.2	dictionary	27th Lexember			True	2	112	727	dictionary/52.2_27th_Lexember.md
52.3	dictionary	28th Lexember			True	4	171	1133	dictionary/52.3_28th_Lexember.md
52.4	dictionary	29th Lexember			True	11	214	1301	dictionary/52.4_29th_Lexember.md
52.5	notes	30th Lexember			False	2	391	2650	notes/52.5_30th_Lexember.md
52.6	dictionary	31st Lexember			True	3	130	992	dictionary/52.6_31st_Lexember.md
53.1	excerpt	Shady Dealings			False	0	253	1478	excerpt/53.1_Shady_Dealings.md
53.2	dictionary	quesq "damson"	quesq	damson	True	4	148	913	dictionary/53.2_quesq_damson.md
